1782972645
2026/07/02 06:18:37.126, 19622, 24564, 100, 90, 324.45
1782973127
2026/07/02 06:18:47.165, 19622, 24564, 100, 93, 324.67
1782973137
2026/07/02 06:18:57.204, 19622, 24564, 100, 91, 324.45
1782973147
2026/07/02 06:19:07.254, 19622, 24564, 100, 93, 324.50
1782973157
2026/07/02 06:19:17.313, 19622, 24564, 100, 89, 324.62
1782973167
2026/07/02 06:19:27.354, 19622, 24564, 100, 93, 324.06
1782973177
2026/07/02 06:19:37.391, 19622, 24564, 100, 93, 324.51
1782973187
2026/07/02 06:19:47.427, 19622, 24564, 100, 94, 324.62
1782973197
2026/07/02 06:19:57.465, 19622, 24564, 100, 93, 324.21
1782973207
2026/07/02 06:20:07.503, 19622, 24564, 100, 85, 324.94
1782973217
2026/07/02 06:20:17.545, 19622, 24564, 100, 93, 324.45
1782973227
2026/07/02 06:20:27.582, 19622, 24564, 100, 91, 324.08
1782973237
2026/07/02 06:20:37.619, 19622, 24564, 100, 92, 324.22
1782973247
2026/07/02 06:20:47.655, 19622, 24564, 100, 85, 324.03
1782973257
2026/07/02 06:20:57.692, 20002, 24564, 100, 94, 324.55
1782973267
2026/07/02 06:21:07.730, 20002, 24564, 100, 93, 324.99
1782973277
2026/07/02 06:21:17.767, 20002, 24564, 100, 91, 324.25
1782973287
2026/07/02 06:21:27.807, 20002, 24564, 100, 94, 324.77
1782973297
2026/07/02 06:21:37.846, 20002, 24564, 100, 93, 324.37
1782973307
2026/07/02 06:21:47.973, 20002, 24564, 100, 89, 324.31
1782973317
2026/07/02 06:21:58.015, 20002, 24564, 100, 70, 324.68
1782973328
2026/07/02 06:22:08.055, 20002, 24564, 100, 93, 324.21
1782973338
2026/07/02 06:22:18.092, 20002, 24564, 100, 94, 324.77
1782973348
2026/07/02 06:22:28.128, 20002, 24564, 100, 93, 324.46
1782973358
2026/07/02 06:22:38.166, 20002, 24564, 100, 90, 324.20
1782973368
2026/07/02 06:22:48.202, 20002, 24564, 100, 92, 324.30
1782973378
2026/07/02 06:22:58.240, 20002, 24564, 100, 90, 324.02
1782973388
2026/07/02 06:23:08.278, 20002, 24564, 100, 91, 324.44
1782973398
2026/07/02 06:23:18.312, 20002, 24564, 100, 49, 286.78
1782973408
2026/07/02 06:23:28.346, 20002, 24564, 100, 92, 323.85
1782973418
2026/07/02 06:23:38.381, 20002, 24564, 100, 75, 324.18
1782973428
2026/07/02 06:23:48.415, 20002, 24564, 100, 77, 324.10
1782973438
2026/07/02 06:23:58.451, 20002, 24564, 100, 91, 324.19
1782973448
2026/07/02 06:24:08.488, 20002, 24564, 100, 91, 324.12
1782973458
2026/07/02 06:24:18.525, 20002, 24564, 100, 91, 324.43
1782973468
2026/07/02 06:24:28.562, 20002, 24564, 100, 92, 324.22
1782973478
2026/07/02 06:24:39.061, 20002, 24564, 100, 90, 324.49
1782973489
2026/07/02 06:24:49.102, 20002, 24564, 100, 93, 324.67
1782973499
2026/07/02 06:24:59.140, 20002, 24564, 100, 87, 324.60
1782973509
2026/07/02 06:25:09.177, 20002, 24564, 100, 87, 324.48
1782973519
2026/07/02 06:25:19.215, 20002, 24564, 100, 93, 324.15
1782973529
2026/07/02 06:25:29.252, 20002, 24564, 100, 92, 324.08
1782973539
2026/07/02 06:25:39.288, 20002, 24564, 100, 93, 323.88
1782973549
2026/07/02 06:25:49.324, 20002, 24564, 100, 94, 324.49
1782973559
2026/07/02 06:25:59.361, 20002, 24564, 100, 92, 324.37
1782973569
2026/07/02 06:26:09.398, 20002, 24564, 100, 84, 324.69
1782973579
2026/07/02 06:26:19.434, 20002, 24564, 100, 84, 324.39
1782973589
2026/07/02 06:26:29.470, 20002, 24564, 100, 84, 323.80
1782973599
2026/07/02 06:26:39.507, 20002, 24564, 100, 93, 324.18
1782973609
2026/07/02 06:26:49.545, 20432, 24564, 100, 94, 324.68
1782973619
2026/07/02 06:26:59.582, 20432, 24564, 100, 93, 324.44
1782973629
2026/07/02 06:27:09.618, 20432, 24564, 100, 94, 324.72
1782973639
2026/07/02 06:27:19.656, 20432, 24564, 100, 93, 324.48
1782973649
2026/07/02 06:27:30.023, 20432, 24564, 100, 93, 324.51
1782973660
2026/07/02 06:27:40.065, 20432, 24564, 100, 90, 324.36
1782973670
2026/07/02 06:27:50.104, 20432, 24564, 100, 91, 324.51
1782973680
2026/07/02 06:28:00.141, 20432, 24564, 100, 91, 324.17
1782973690
2026/07/02 06:28:10.177, 20432, 24564, 100, 82, 324.10
1782973700
2026/07/02 06:28:20.214, 20432, 24564, 100, 87, 324.10
1782973710
2026/07/02 06:28:30.250, 20432, 24564, 100, 87, 323.94
1782973720
2026/07/02 06:28:40.287, 20432, 24564, 100, 85, 324.20
1782973730
2026/07/02 06:28:50.325, 21138, 24564, 100, 24, 324.94
1782973740
2026/07/02 06:29:00.359, 12756, 24564, 6, 0, 226.16
